Skill Name,Invocation Name,Category,baseline_risk_score,baseline_population_tier,llm_genericity_risk,llm_ambiguity_risk,llm_semantic_confusion_risk,llm_squatting_risk,llm_overall_risk,llm_reasoning
St. Joseph Pekin Lunch Menu,school menu,Local,0.3941685159883311,Q3,4,3,4,5,4,"The invocation name 'school menu' is highly generic and could easily be confused with other skills related to school menus, increasing both genericity and semantic confusion risks. Additionally, the name is simple enough that attackers could easily create similar-sounding variants, leading to a high squatting risk. The ambiguity risk is moderate, as it could refer to menus from various schools, but the specific context of St. Joseph Catholic School helps mitigate this somewhat."
W&J Spring Schedule,spring schedule,Local,0.3667169198865643,Q3,3,2,3,4,3,"The invocation name 'spring schedule' is somewhat generic, as it could refer to various spring events or schedules, leading to a moderate genericity risk. There is a potential for ambiguity since users might confuse it with other seasonal schedules. The name could be easily imitated or modified by attackers, increasing the squatting risk. Overall, the combination of these factors results in a moderate overall risk rating."
WMATA DC Metro Status,metro status,Local,0.3507976958239505,Q2,4,3,3,4,4,"The invocation name 'metro status' is quite generic and could easily be confused with other metro-related services or skills, leading to high genericity and semantic confusion risks. Additionally, the name's simplicity makes it susceptible to squatting, as attackers could create similar-sounding names. The ambiguity risk is moderate due to potential misinterpretations by users, but overall, the combination of these factors results in a high overall risk rating."
PortlandTransit,portland transit,Local,0.3493488925014482,Q2,3,2,3,4,3,"The invocation name 'portland transit' is somewhat generic, as it could apply to various transit services in Portland, leading to a moderate genericity risk. There is a low level of ambiguity since it primarily refers to transit services, but it could be confused with other local transit-related skills. The name is relatively easy to imitate, increasing the squatting risk, especially since it is a straightforward phrase. Overall, the skill has a moderate risk profile due to these factors."
Big Podcast Radio,big podcast radio,Local,0.3387567812848409,Q2,4,3,3,4,4,"The invocation name 'big podcast radio' is quite generic, making it susceptible to confusion with other podcast or radio-related skills. Its common phrasing increases the likelihood of mispronunciation or abbreviation by users. Additionally, the simplicity of the name allows for easy imitation by malicious actors, raising squatting risks. Overall, the combination of these factors contributes to a high overall risk rating."
Hong Kong Travel,hong kong travel,Local,0.3358664123896183,Q2,4,2,3,4,4,"The invocation name 'hong kong travel' is quite generic, making it susceptible to confusion with other travel-related skills. While it has a specific focus on Hong Kong, the commonality of the terms increases the risk of mispronunciation and misinterpretation. Additionally, the straightforward nature of the name makes it easy for attackers to create similar-sounding variants, raising squatting concerns."
Ride On Bus Schedule,ride on bus,Local,0.3210187535058417,Q2,3,2,3,4,4,"The invocation name 'ride on bus' is somewhat generic, as it could apply to various bus services, increasing the risk of confusion. Additionally, the name could be mispronounced or abbreviated, leading to ambiguity. There is a significant squatting risk due to the simplicity of the name, making it easy for malicious actors to create similar-sounding skills. Overall, the combination of these factors results in a high overall risk rating."
BurgessBEARSkill,burgess bear,Local,0.3074463818786718,Q2,2,1,2,3,2,"The invocation name 'burgess bear' is somewhat specific but contains common words that could lead to confusion with other skills or services. While it is not highly generic, the potential for mispronunciation and similarity to other names poses a moderate risk. Additionally, the name could be easily imitated by malicious actors, increasing the squatting risk."
Seattle Parks Events,seattle parks,Local,0.3052385258225406,Q2,3,2,3,4,3,"The invocation name 'seattle parks' is somewhat generic, as it could refer to various parks or events in Seattle, leading to a moderate genericity risk. There is a low ambiguity risk since the context is clear, but the name could be confused with other local services. The squatting risk is higher due to the simplicity of the name, making it easy for attackers to create similar-sounding variants."
Utah Train Times,utah train times,Local,0.3021277368831886,Q2,4,2,3,4,4,"The invocation name 'utah train times' is quite generic, as it directly describes the function of the skill without unique identifiers, leading to a high genericity risk. There is some ambiguity in the name, but it is relatively straightforward. However, the name could be confused with other transportation-related skills, and its simplicity makes it easy for attackers to create similar-sounding variants, increasing the squatting risk."
Concord Station,concord station,Local,0.3015263541586232,Q2,2,1,2,3,2,"The invocation name 'concord station' is somewhat generic, as it could refer to multiple train stations named Concord. However, the specific context of train times reduces ambiguity. There is a moderate risk of confusion with other skills related to transportation or local services, and the name could be easily imitated by malicious actors, leading to a higher squatting risk. Overall, the risks are manageable but present."
Lake Erie Islands,lake erie islands,Local,0.2936170696351667,Q2,2,1,2,3,2,"The invocation name 'lake erie islands' is somewhat generic, as it includes common geographic terms, but it is specific enough to reduce confusion with unrelated skills. There is a moderate risk of semantic confusion with other skills related to lakes or islands. The name could be easily imitated by malicious actors, especially given its straightforward structure, leading to a higher squatting risk."
