Skill Name,Invocation Name,Category,baseline_risk_score,baseline_population_tier,llm_genericity_risk,llm_ambiguity_risk,llm_semantic_confusion_risk,llm_squatting_risk,llm_overall_risk,llm_reasoning
Cat Facts,cat facts,Novelty and Humor,0.774373982412903,Q4 high,0,1,1,1,1,"The invocation name 'cat facts' is highly distinctive and unique, making it unlikely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. It's also difficult to imitate or exploit, as the combination of words is specific and not commonly used in everyday language."
Cat Facts,cat facts,Novelty and Humor,0.774373982412903,Q4 high,0,1,1,1,1,"The invocation name 'cat facts' is highly distinctive and unique, making it unlikely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. It's also difficult to imitate or exploit, reducing the squatting risk."
Cat Facts,cat facts,Novelty and Humor,0.774373982412903,Q4 high,0,1,1,1,1,"The invocation name 'cat facts' is highly distinctive and unique, making it difficult for users to mispronounce or paraphrase. The phrase has a clear meaning and is unlikely to be confused with other skills. Additionally, the squatting risk is low due to the specificity of the name."
catfacts,cat facts,Novelty and Humor,0.774373982412903,Q4 high,1,0,1,1,1,"The invocation name 'cat facts' is mostly distinctive, with a clear and specific meaning. There is little to no ambiguity in the phrase, making it unlikely to be confused with other skills. The risk of squatting or exploiting this name is also very low due to its specificity. Overall, the risk associated with this skill invocation name is very low."
Cat Facts,cat facts,Novelty and Humor,0.774373982412903,Q4 high,0,1,1,1,1,"The invocation name 'cat facts' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase has a clear meaning and is not easily mispronounced or paraphrased. While there may be some minor ambiguity in how users pronounce the name, this risk is mitigated by the skill's novelty category and the fact that users are unlikely to mistake it for another skill."
Cat Facts,cat facts,Novelty and Humor,0.774373982412903,Q4 high,1,0,1,1,1,"The invocation name 'cat facts' is mostly distinctive, with a clear and specific meaning. There is little to no ambiguity in the phrase, making it unlikely to be confused with other skills. The risk of squatting or imitating this skill is also very low due to its specificity. Overall, the risk is considered very low."
Cat Facts,cat facts,Novelty and Humor,0.774373982412903,Q4 high,0,1,1,1,1,"The invocation name 'cat facts' is highly distinctive and unique, making it difficult for users to mispronounce or paraphrase. The skill's description also provides clear context about the two features/modes, reducing ambiguity. Additionally, the skill's category (Novelty and Humor) suggests a specific tone and style that makes it less likely to be confused with other skills. Finally, the invocation name is not easily imitable or exploitable, making squatting risk very low."
Cat Facts Skill,cat facts,Novelty and Humor,0.774373982412903,Q4 high,0,1,1,1,1,"The invocation name 'cat facts' is highly distinctive and unique, making it unlikely to be confused with other skills. The phrase is also very specific and lacks ambiguity, reducing the risk of semantic confusion or squatting."
Cat Facts,cat facts,Novelty and Humor,0.774373982412903,Q4 high,1,0,1,1,2,"The invocation name 'cat facts' is mostly distinctive, making it less likely to be confused with other skills. The phrase has a clear and specific meaning, reducing ambiguity risk. While it's possible that someone might try to create a malicious variant, the squatting potential is low due to the unique combination of words. Overall, the risk is moderate, as users may still mispronounce or paraphrase the name."
Cat Facts,cat facts,Novelty and Humor,0.774373982412903,Q4 high,0,1,1,1,1,"The invocation name 'cat facts' is highly distinctive and unique, making it unlikely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. It's also difficult to imitate or exploit, reducing the squatting risk. Overall, this skill has a very low risk profile."
Cat Facts,cat facts,Novelty and Humor,0.774373982412903,Q4 high,0,1,1,1,1,"The invocation name 'cat facts' is highly distinctive and unique, making it unlikely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. It's also difficult for attackers to create malicious variants that sound similar. Overall, the risk is very low."
Cat Facts,cat facts,Novelty and Humor,0.774373982412903,Q4 high,1,0,1,1,2,"The invocation name 'cat facts' is mostly distinctive, with a clear and specific meaning. While it's possible to mispronounce or abbreviate the name, it's unlikely to be confused with other skills or exploited by attackers. The overall risk is moderate due to the potential for minor ambiguity and semantic confusion."
CatFacts,cat facts,Novelty and Humor,0.774373982412903,Q4 high,1,0,1,1,2,"The invocation name 'cat facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or abbreviating the name, it's not extremely generic or common. The risk of semantic confusion is low, as there are few skills that would be confused with this one. Squatting potential is also very low, as it's difficult to create a malicious variant that sounds similar. Overall, while there are some risks present, they are relatively low."
Cat Facts,cat facts,Novelty and Humor,0.774373982412903,Q4 high,1,0,1,1,2,"The invocation name 'cat facts' is mostly distinctive, making it less likely to be confused with other skills. The phrase has a clear and specific meaning, reducing ambiguity risk. While it's possible that an attacker could create a malicious skill with a similar name, the squatting potential is low due to the specificity of the phrase. Overall, the risk is moderate, as users may still mispronounce or abbreviate the name."
Facts about Chuck Norris,funny facts,Novelty and Humor,0.7613564042404173,Q4 high,1,0,1,1,2,"The invocation name 'funny facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not extremely generic or common. The risk of squatting is low due to the unique combination of words. Overall, the risk is moderate, as while there are some potential risks, they are relatively low."
